year_birth,age,education,marital_status,income,kidhome,teenhome,dt_customer,customer_since_years,column1,unnamed:_0,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
1975,50,2N Cycle,Widow,47682,0,1,15-02-2013,12,702,530,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0
1969,56,Graduation,Single,72679,0,1,18-09-2013,11,2004,531,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0
1977,48,Master,Together,57954,1,1,18-06-2014,10,4769,532,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0
1962,63,Graduation,Married,65316,1,1,24-04-2013,11,4437,533,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0
1982,43,Graduation,Single,28567,1,0,17-06-2013,11,8724,534,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1951,74,Master,Together,47352,0,1,11-04-2013,11,10741,535,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Together,44931,0,1,18-01-2014,11,1991,536,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Divorced,76982,0,0,15-02-2014,11,6931,537,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1
1952,73,2N Cycle,Together,57247,0,1,08-08-2013,11,11096,538,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0
1981,44,Master,Single,22944,1,0,23-12-2013,11,304,539,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0
1977,48,2N Cycle,Together,25315,1,0,07-11-2013,11,3665,540,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0
1969,56,Graduation,Widow,43638,0,1,06-08-2012,12,10591,541,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0
1984,41,Phd,Single,42710,1,0,28-11-2012,12,5036,542,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0
1982,43,Phd,Married,84169,0,0,07-08-2013,11,5547,543,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1
1976,49,Graduation,Together,54058,0,1,04-06-2013,11,7822,544,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0
1990,35,2N Cycle,Married,24683,1,0,08-03-2014,11,8541,545,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0
1964,61,Graduation,Widow,85620,0,0,07-01-2014,11,10955,546,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1
1980,45,Graduation,Married,47850,1,0,03-12-2013,11,4368,547,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0
1968,57,Graduation,Married,19514,1,1,26-01-2014,11,9671,548,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1
1973,52,Master,Married,27159,1,1,29-03-2014,11,2256,549,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0
1963,62,2N Cycle,Single,39548,1,1,31-03-2014,11,4279,550,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0
1989,36,Graduation,Single,21474,1,0,08-04-2014,11,5371,551,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1
1971,54,Phd,Single,60504,0,1,07-02-2014,11,9240,552,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0
1963,62,Graduation,Married,22419,0,0,18-04-2013,11,9460,553,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0
1949,76,Master,Married,81698,0,0,06-11-2013,11,9504,554,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1
1952,73,Graduation,Together,43462,1,1,12-09-2012,12,8692,555,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0
1978,47,Phd,Single,54880,1,0,01-03-2013,12,448,556,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0
1982,43,Graduation,Married,79908,0,0,05-04-2013,12,8314,557,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0
1970,55,2N Cycle,Married,15315,0,0,03-08-2013,11,8420,558,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0
1959,66,Graduation,Together,87771,0,1,22-05-2013,11,3174,559,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1
1978,47,Graduation,Married,33039,1,0,09-09-2013,11,7685,560,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0
1980,45,Graduation,Single,81741,0,0,16-06-2013,11,3179,561,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0
1971,54,Master,Together,71499,0,1,25-06-2013,11,9780,562,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0
1970,55,2N Cycle,Married,62466,0,1,15-01-2014,11,10681,563,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0
1963,62,Phd,Divorced,48799,0,1,05-11-2013,11,10232,564,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0
1950,75,Phd,Together,52157,0,1,07-06-2014,10,4184,565,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0
1962,63,Graduation,Single,66565,0,1,05-12-2012,12,9120,566,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0
1951,74,Master,Together,29298,1,1,07-09-2013,11,891,567,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0
1979,46,Graduation,Single,47691,0,1,05-07-2013,11,10381,568,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Together,38200,1,1,07-12-2012,12,3525,569,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Married,44989,0,1,12-09-2012,12,6818,570,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0
1968,57,Phd,Married,38443,1,1,27-01-2014,11,3526,571,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Single,38593,1,0,13-09-2013,11,8181,572,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0
1970,55,Phd,Together,64413,0,1,01-08-2013,11,1029,573,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0
1981,44,Master,Married,36959,1,0,02-10-2013,11,7369,574,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1977,48,Phd,Married,61996,0,1,31-01-2013,12,2574,575,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1
1968,57,Graduation,Married,51287,1,1,01-04-2014,11,8159,576,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Married,13260,1,1,23-08-2013,11,1160,577,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0
1966,59,Phd,Together,47472,1,1,16-09-2013,11,10242,578,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0
1956,69,Master,Together,54603,1,1,09-07-2013,11,5253,579,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0
1974,51,Phd,Married,45207,1,1,10-11-2012,12,5966,580,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0
1951,74,Graduation,Together,40689,0,1,18-03-2013,12,5314,581,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0
1967,58,2N Cycle,Together,47821,1,1,20-10-2013,11,5081,582,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1951,74,Master,Married,27450,0,0,15-04-2013,11,5123,583,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0
1983,42,Graduation,Together,39453,1,0,03-04-2014,11,5756,584,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1971,54,2N Cycle,Together,26850,1,1,18-04-2014,10,8036,585,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Widow,79800,0,0,23-09-2012,12,9058,586,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1
1961,64,Master,Married,61794,0,1,14-09-2013,11,5057,587,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Together,53863,0,1,17-05-2014,10,254,588,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0
1959,66,Graduation,Together,24221,0,0,20-08-2013,11,4179,589,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0
1984,41,Phd,Single,39684,1,0,12-10-2012,12,3710,590,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1
1975,50,Master,Married,92163,0,0,12-12-2012,12,7627,591,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1
1965,60,Master,Single,69882,0,0,10-11-2013,11,4501,592,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Together,33178,1,0,30-01-2014,11,6424,593,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0
1972,53,Phd,Married,59973,0,0,11-09-2013,11,3075,594,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0
1975,50,Master,Together,17459,1,0,19-09-2013,11,4992,595,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1
1969,56,Graduation,Divorced,23910,1,0,26-10-2012,12,5252,596,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0
1969,56,Master,Married,42169,1,1,19-10-2013,11,7444,597,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1978,47,2N Cycle,Married,26224,1,0,04-06-2013,11,6919,598,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0
1981,44,Graduation,Together,31089,1,0,17-08-2012,12,3537,599,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0
1961,64,Graduation,Single,30081,0,1,21-02-2013,12,10277,600,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1960,65,Graduation,Together,62807,0,1,31-08-2012,12,2453,601,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Single,72906,0,0,17-09-2013,11,7972,602,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0
1948,77,Phd,Married,61467,0,2,09-12-2012,12,895,603,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0
1966,59,Master,Together,49618,1,1,26-01-2013,12,1177,604,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0
1986,39,Master,Single,21888,1,0,29-12-2012,12,7141,605,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1
1973,52,Graduation,Widow,42429,0,1,11-02-2014,11,7232,606,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0
1956,69,Graduation,Divorced,26150,2,1,11-03-2013,12,8477,607,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1975,50,Basic,Married,30801,0,1,26-10-2012,12,2457,608,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0
1965,60,Graduation,Married,81168,0,0,07-05-2014,10,988,609,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0
1969,56,Master,Single,26877,0,0,19-08-2013,11,7930,610,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0
1944,81,Master,Widow,45006,0,0,18-07-2013,11,4587,611,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0
1973,52,Basic,Married,18978,1,0,11-12-2012,12,6682,612,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Married,22574,2,1,28-10-2013,11,6222,613,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0
1969,56,Phd,Single,48240,0,0,09-11-2012,12,10299,614,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1
1974,51,Graduation,Married,45837,1,1,26-07-2013,11,3083,615,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0
1965,60,Master,Single,35791,2,1,06-05-2013,11,8953,616,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0
1976,49,Phd,Together,162397,1,1,03-06-2013,11,1503,617,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Widow,54162,1,1,18-03-2013,12,8650,618,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0
1960,65,Master,Married,30522,0,1,17-08-2012,12,10862,619,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0
1961,64,Phd,Married,54456,0,1,11-07-2013,11,2782,620,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0
1971,54,Graduation,Single,31632,0,0,14-07-2013,11,6941,621,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0
1949,76,Graduation,Widow,72298,0,0,10-03-2014,11,10972,622,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0
1978,47,2N Cycle,Single,36975,1,0,28-12-2013,11,10708,623,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1955,70,2N Cycle,Married,72635,0,0,03-06-2013,11,6583,624,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0
1976,49,Graduation,Married,13624,1,0,20-01-2013,12,3641,625,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Single,84196,0,1,03-06-2013,11,10156,626,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0
1960,65,Graduation,Together,70971,0,1,21-09-2012,12,4299,627,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1
1977,48,Phd,Divorced,34487,1,1,06-09-2012,12,3469,628,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0
1977,48,Graduation,Single,28769,1,0,18-12-2012,12,5063,629,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0
1970,55,Phd,Married,69084,1,0,19-11-2013,11,10727,630,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0
1958,67,Phd,Together,65488,0,0,13-06-2014,10,9624,631,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0
1970,55,2N Cycle,Married,62466,0,1,15-01-2014,11,5156,632,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0
1960,65,2N Cycle,Single,32218,0,0,15-02-2014,11,4376,633,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1
1973,52,Graduation,Single,83917,0,0,18-04-2013,11,8923,634,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1
1962,63,Graduation,Divorced,46102,2,1,10-03-2014,11,8461,635,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1952,73,Graduation,Single,84574,0,0,04-06-2013,11,6945,636,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0
1962,63,Graduation,Married,56181,0,1,08-01-2013,12,944,637,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0
1950,75,Master,Divorced,63120,0,1,28-09-2012,12,1907,638,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1
1971,54,Graduation,Married,73691,0,1,06-11-2013,11,701,639,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0
1960,65,Graduation,Together,63381,0,1,05-10-2012,12,3856,640,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0
1948,77,Phd,Together,76140,0,0,13-05-2014,10,4149,641,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0
1959,66,Phd,Divorced,62859,0,1,30-12-2012,12,2131,642,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0
1964,61,Graduation,Single,45906,0,1,07-05-2013,11,2942,643,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0
1947,78,Master,Together,77632,0,0,10-03-2013,12,1173,644,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1
1971,54,Phd,Married,46463,1,1,18-08-2013,11,4381,645,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Together,105471,0,0,21-01-2013,12,4611,646,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1
1970,55,Master,Divorced,55282,1,0,13-12-2013,11,3376,647,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0
1977,48,Master,Married,78710,0,1,23-05-2014,10,4679,648,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0
1958,67,Graduation,Together,66886,0,1,16-09-2013,11,10928,649,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0
1960,65,Master,Single,98777,0,0,17-02-2014,11,4248,650,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0
1985,40,Graduation,Together,29103,1,0,27-08-2012,12,6728,651,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Married,67445,0,1,12-08-2012,12,6661,652,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0
1950,75,Phd,Together,50616,0,1,13-04-2014,10,4725,653,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Divorced,49431,0,1,03-08-2012,12,3277,654,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Divorced,153924,0,0,07-02-2014,11,5555,655,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0
1953,72,Graduation,Together,61278,0,1,04-01-2014,11,2564,656,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0
1958,67,2N Cycle,Together,26490,0,0,22-09-2012,12,946,657,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0
1947,78,Phd,Together,73059,0,1,31-08-2013,11,3867,658,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0
1966,59,Phd,Single,46734,1,2,21-10-2013,11,6940,659,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0
1963,62,Graduation,Together,56253,0,1,07-12-2012,12,55,660,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0
1985,40,Graduation,Married,19986,1,0,14-11-2013,11,7093,661,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0
1975,50,Graduation,Widow,58330,0,1,25-12-2013,11,5084,662,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0
1980,45,Basic,Married,25965,0,0,07-09-2012,12,1777,663,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0
1956,69,Master,Together,14661,0,0,01-01-2013,12,8162,664,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1959,66,Graduation,Married,18690,0,0,28-12-2012,12,10826,665,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,3,11,0
1974,51,Phd,Together,45068,0,1,16-05-2013,11,8754,666,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,3,11,0
1987,38,Basic,Single,21063,1,0,25-09-2013,11,1987,667,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,3,11,0
1968,57,Phd,Married,29187,1,0,09-05-2013,11,11007,668,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0
1971,54,2N Cycle,Married,54690,1,1,07-11-2013,11,7426,669,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,3,11,0
1964,61,Phd,Married,59304,0,1,29-07-2013,11,9153,670,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,3,11,0
1962,63,Master,Single,59247,0,2,08-11-2013,11,10379,671,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,3,11,0
1970,55,Graduation,Widow,66731,0,1,12-09-2012,12,9204,672,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,3,11,0
1980,45,Graduation,Married,77353,0,1,16-12-2013,11,3197,673,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,3,11,0
1975,50,Phd,Single,52614,0,1,01-12-2012,12,2920,674,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0
1974,51,Graduation,Married,26751,2,0,22-05-2014,10,6961,675,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1963,62,Phd,Married,81300,0,1,30-10-2012,12,4673,676,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1
1979,46,Graduation,Single,70337,0,0,02-01-2014,11,9937,677,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,3,11,0
1985,40,2N Cycle,Married,36145,1,0,16-06-2013,11,8779,678,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1
1980,45,Phd,Single,65295,0,0,23-12-2013,11,9596,679,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,3,11,0
1963,62,Graduation,Divorced,68118,0,1,18-10-2013,11,2891,680,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Divorced,68743,0,0,30-08-2012,12,4910,681,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,3,11,0
1982,43,2N Cycle,Together,41039,0,0,25-07-2013,11,75,682,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,3,11,0
1955,70,Graduation,Together,38946,0,1,24-10-2013,11,10120,683,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,3,11,0
1967,58,Graduation,Together,65777,0,0,19-12-2013,11,6327,684,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,3,11,0
1976,49,Phd,Divorced,66476,0,1,07-03-2013,12,10142,685,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,3,11,0
1972,53,Phd,Single,86857,0,0,12-09-2012,12,9826,686,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,3,11,1
1982,43,Phd,Married,160803,0,0,04-08-2012,12,1501,687,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,3,11,0
1989,36,Phd,Together,77845,0,0,16-05-2014,10,10767,688,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,3,11,0
1969,56,Phd,Together,69476,0,0,30-09-2013,11,7279,689,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,3,11,0
1960,65,Phd,Divorced,50611,0,1,04-10-2012,12,7230,690,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,3,11,1
1970,55,Graduation,Single,61209,0,0,25-08-2013,11,143,691,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,3,11,0
1958,67,Master,Together,42315,0,1,12-07-2013,11,450,692,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,3,11,0
1952,73,Basic,Together,13084,0,0,02-11-2013,11,9316,693,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,3,11,0
1949,76,Master,Widow,47570,1,1,29-05-2013,11,6379,694,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,3,11,1
1961,64,Master,Married,61923,0,2,26-07-2013,11,9239,695,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,3,11,0
1995,30,Graduation,Single,34824,0,0,26-03-2014,11,8315,696,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0
1949,76,Phd,Single,26518,1,1,08-04-2013,12,2868,697,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,3,11,1
1961,64,Graduation,Single,45938,0,0,03-11-2013,11,10888,698,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,3,11,0
1960,65,Graduation,Together,78468,0,0,09-04-2014,11,1277,699,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,3,11,0
1973,52,Graduation,Divorced,78901,0,1,17-09-2013,11,9977,700,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Married,71427,2,0,12-03-2014,11,10196,701,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,3,11,0
1978,47,Graduation,Divorced,71022,0,1,11-02-2014,11,6384,702,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,3,11,0
1988,37,Master,Single,90247,0,0,29-04-2014,10,8029,703,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1
1968,57,Master,Divorced,41335,1,0,26-12-2013,11,968,704,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,3,11,0
1986,39,Graduation,Married,71952,1,0,10-01-2013,12,6988,705,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0
1970,55,Phd,Divorced,35682,1,0,27-06-2014,10,4472,706,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,3,11,0
1951,74,Graduation,Divorced,43185,0,1,10-04-2013,12,6991,707,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,3,11,0
1948,77,Phd,Together,66375,0,1,21-11-2013,11,3336,708,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,3,11,0
1971,54,Master,Married,35178,1,0,10-01-2013,12,4301,709,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1
1986,39,Graduation,Married,25252,1,0,12-07-2013,11,1940,710,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,3,11,0
